,Emotion,Path
192,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-01-01-01-04.wav
193,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-01-01-02-04.wav
194,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-01-02-01-04.wav
195,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-01-02-02-04.wav
196,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-02-01-01-04.wav
197,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-02-01-02-04.wav
198,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-02-02-01-04.wav
199,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-03-02-02-02-04.wav
200,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-01-01-01-04.wav
201,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-01-01-02-04.wav
202,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-01-02-01-04.wav
203,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-01-02-02-04.wav
204,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-02-01-01-04.wav
205,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-02-01-02-04.wav
206,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-02-02-01-04.wav
207,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-02-02-02-04.wav
208,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-01-01-04.wav
209,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-01-02-04.wav
210,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-02-01-04.wav
211,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-02-02-04.wav
212,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-01-01-04.wav
213,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-01-02-04.wav
214,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-02-01-04.wav
215,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-02-02-04.wav
216,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-01-01-04.wav
217,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-01-02-04.wav
218,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-02-01-04.wav
219,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-02-02-04.wav
220,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-01-01-04.wav
221,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-01-02-04.wav
222,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-02-01-04.wav
223,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-02-02-04.wav
224,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-01-01-04.wav
225,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-01-02-04.wav
226,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-02-01-04.wav
227,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-02-02-04.wav
228,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-01-01-04.wav
229,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-01-02-04.wav
230,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-02-01-04.wav
231,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-02-02-04.wav
232,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-01-01-04.wav
233,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-01-02-04.wav
234,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-02-01-04.wav
235,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-02-02-04.wav
236,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-01-01-04.wav
237,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-01-02-04.wav
238,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-02-01-04.wav
239,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-02-02-04.wav
240,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-01-01-05.wav
241,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-01-02-05.wav
242,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-02-01-05.wav
243,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-02-02-05.wav
244,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-01-01-05.wav
245,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-01-02-05.wav
246,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-02-01-05.wav
247,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-02-02-05.wav
248,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-01-01-05.wav
249,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-01-02-05.wav
250,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-02-01-05.wav
251,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-02-02-05.wav
252,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-01-01-05.wav
253,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-01-02-05.wav
254,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-02-01-05.wav
255,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-02-02-05.wav
256,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-01-01-05.wav
257,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-01-02-05.wav
258,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-02-01-05.wav
259,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-02-02-05.wav
260,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-01-01-05.wav
261,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-01-02-05.wav
262,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-02-01-05.wav
263,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-02-02-05.wav
264,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-01-01-05.wav
265,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-01-02-05.wav
266,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-02-01-05.wav
267,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-02-02-05.wav
268,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-01-01-05.wav
269,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-01-02-05.wav
270,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-02-01-05.wav
271,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-02-02-05.wav
272,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-01-01-05.wav
273,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-01-02-05.wav
274,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-02-01-05.wav
275,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-02-02-05.wav
276,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-01-01-05.wav
277,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-01-02-05.wav
278,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-02-01-05.wav
279,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-02-02-05.wav
280,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-01-01-05.wav
281,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-01-02-05.wav
282,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-02-01-05.wav
283,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-02-02-05.wav
284,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-01-01-05.wav
285,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-01-02-05.wav
286,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-02-01-05.wav
287,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-02-02-05.wav
288,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-01-01-05.wav
289,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-01-02-05.wav
290,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-02-01-05.wav
291,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-02-02-05.wav
292,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-01-01-05.wav
293,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-01-02-05.wav
294,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-02-01-05.wav
295,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-02-02-05.wav
296,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-01-01-05.wav
297,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-01-02-05.wav
298,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-02-01-05.wav
299,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-02-02-05.wav
300,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-01-01-06.wav
301,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-01-02-06.wav
302,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-02-01-06.wav
303,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-02-02-06.wav
304,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-01-01-06.wav
305,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-01-02-06.wav
306,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-02-01-06.wav
307,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-02-02-06.wav
308,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-01-01-06.wav
309,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-01-02-06.wav
310,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-02-01-06.wav
311,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-02-02-06.wav
312,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-01-01-06.wav
313,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-01-02-06.wav
314,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-02-01-06.wav
315,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-02-02-06.wav
316,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-01-01-06.wav
317,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-01-02-06.wav
318,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-02-01-06.wav
319,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-02-02-06.wav
320,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-01-01-06.wav
321,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-01-02-06.wav
322,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-02-01-06.wav
323,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-02-02-06.wav
324,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-01-01-06.wav
325,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-01-02-06.wav
326,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-02-01-06.wav
327,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-02-02-06.wav
328,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-01-01-06.wav
329,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-01-02-06.wav
330,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-02-01-06.wav
331,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-02-02-06.wav
332,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-01-01-06.wav
333,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-01-02-06.wav
334,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-02-01-06.wav
335,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-02-02-06.wav
336,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-01-01-06.wav
337,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-01-02-06.wav
338,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-02-01-06.wav
339,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-02-02-06.wav
340,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-01-01-06.wav
341,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-01-02-06.wav
342,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-02-01-06.wav
343,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-02-02-06.wav
344,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-01-01-06.wav
345,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-01-02-06.wav
346,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-02-01-06.wav
347,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-02-02-06.wav
348,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-01-01-06.wav
349,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-01-02-06.wav
350,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-02-01-06.wav
351,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-02-02-06.wav
352,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-01-01-06.wav
353,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-01-02-06.wav
354,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-02-01-06.wav
355,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-02-02-06.wav
356,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-01-01-06.wav
357,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-01-02-06.wav
358,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-02-01-06.wav
359,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-02-02-06.wav
360,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-01-01-07.wav
361,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-01-02-07.wav
362,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-02-01-07.wav
363,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-02-02-07.wav
364,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-01-01-07.wav
365,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-01-02-07.wav
366,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-02-01-07.wav
367,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-02-02-07.wav
368,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-01-01-07.wav
369,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-01-02-07.wav
370,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-02-01-07.wav
371,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-02-02-07.wav
372,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-01-01-07.wav
373,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-01-02-07.wav
374,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-02-01-07.wav
375,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-02-02-07.wav
376,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-01-01-07.wav
377,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-01-02-07.wav
378,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-02-01-07.wav
379,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-02-02-07.wav
380,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-01-01-07.wav
381,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-01-02-07.wav
382,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-02-01-07.wav
383,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-02-02-07.wav
384,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-01-01-07.wav
